time,seconds_elapsed,z,y,x
1763481145037637000,0.12163720703125,-21.020599365234375,-41.516597747802734,21.728199005126953
1763481145047657200,0.1316572265625,-21.227998733520508,-41.577598571777344,21.24020004272461
1763481145057645800,0.141645751953125,-20.935199737548828,-43.2245979309082,20.361799240112305
1763481145077657000,0.161656982421875,-19.88599967956543,-43.91999816894531,19.666399002075195
1763481145087657700,0.17165771484375,-20.727800369262695,-44.10300064086914,19.056400299072266
1763481145097657900,0.181657958984375,-20.618000030517578,-43.834598541259766,18.20240020751953
1763481145107658000,0.191657958984375,-20.935199737548828,-43.96879959106445,17.89739990234375
1763481145117657300,0.2016572265625,-20.20319938659668,-44.12739944458008,17.90959930419922
1763481145127647200,0.211647216796875,-21.362199783325195,-44.12739944458008,17.397199630737305
1763481145137647900,0.22164794921875,-20.422800064086914,-44.99359893798828,17.653400421142578
1763481145147663600,0.23166357421875,-20.83759880065918,-44.77399826049805,17.27519989013672
1763481145157664000,0.2416640625,-20.422800064086914,-45.00579833984375,17.55579948425293
1763481145167663400,0.251663330078125,-20.84980010986328,-45.20100021362305,17.53139877319336
1763481145177662700,0.261662841796875,-21.154800415039062,-44.090797424316406,17.702199935913086
1763481145187663000,0.2716630859375,-20.630199432373047,-44.969200134277344,17.067800521850586
1763481145197667300,0.281667236328125,-20.84980010986328,-44.99359893798828,16.970199584960938
1763481145207663900,0.291663818359375,-20.434999465942383,-45.62799835205078,16.9335994720459
1763481145217663500,0.30166357421875,-20.20319938659668,-44.98139953613281,16.88479995727539
1763481145227662800,0.311662841796875,-20.422800064086914,-45.00579833984375,16.787199020385742
1763481145237664300,0.321664306640625,-20.105600357055664,-45.530399322509766,16.945798873901367
1763481145247647000,0.33164697265625,-21.057199478149414,-45.103397369384766,16.86039924621582
1763481145257663500,0.34166357421875,-19.910400390625,-45.99399948120117,16.82379913330078
1763481145267647500,0.3516474609375,-19.483400344848633,-45.70119857788086,16.84819984436035
1763481145277647000,0.361647216796875,-19.58099937438965,-45.652400970458984,16.56760025024414
1763481145287663900,0.371663818359375,-18.94659996032715,-45.82320022583008,16.469999313354492
1763481145297663200,0.381663330078125,-19.47119903564453,-45.225399017333984,16.982398986816406
1763481145307647000,0.39164697265625,-19.47119903564453,-45.23759841918945,16.88479995727539
1763481145317646600,0.401646484375,-18.958799362182617,-46.40879821777344,16.23819923400879
1763481145327647000,0.41164697265625,-18.641599655151367,-46.45759963989258,16.5310001373291
1763481145337647000,0.421647216796875,-18.739200592041016,-46.3843994140625,16.335800170898438
1763481145347652600,0.431652587890625,-18.434200286865234,-46.811397552490234,15.73799991607666
1763481145357646800,0.441646728515625,-17.89739990234375,-46.82360076904297,15.554999351501465
1763481145367647000,0.45164697265625,-17.89739990234375,-46.82360076904297,15.554999351501465
1763481145377647000,0.461647216796875,-17.5802001953125,-46.76259994506836,15.176799774169922
1763481145387647700,0.471647705078125,-17.7997989654541,-47.506797790527344,15.213399887084961
1763481145397647000,0.481647216796875,-17.59239959716797,-47.66539764404297,13.76159954071045
1763481145407651300,0.4916513671875,-17.1653995513916,-47.506797790527344,14.27400016784668
1763481145417647000,0.501647216796875,-18.336599349975586,-48.299800872802734,13.993399620056152
1763481145427663000,0.5116630859375,-17.90959930419922,-47.76300048828125,13.74940013885498
1763481145437646800,0.521646728515625,-17.812000274658203,-48.66579818725586,13.114999771118164
1763481145447647000,0.53164697265625,-17.385000228881836,-48.89759826660156,12.529399871826172
1763481145457646600,0.541646484375,-17.48259925842285,-48.238800048828125,12.663599967956543
1763481145467646700,0.551646728515625,-17.921798706054688,-48.65359878540039,12.443999290466309
1763481145477647000,0.561647216796875,-16.750598907470703,-48.617000579833984,12.468400001525879
1763481145487646700,0.571646728515625,-16.84819984436035,-48.568199157714844,12.07800006866455
1763481145497647400,0.5816474609375,-17.079999923706055,-49.61739730834961,11.040999412536621
1763481145507647000,0.59164697265625,-17.189800262451172,-49.78820037841797,11.126399993896484
1763481145517646800,0.601646728515625,-16.872600555419922,-49.836997985839844,10.638400077819824
1763481145527646700,0.611646728515625,-16.335800170898438,-50.129798889160156,10.345600128173828
1763481145537647400,0.6216474609375,-16.445600509643555,-50.03219985961914,10.44320011138916
1763481145547647500,0.6316474609375,-17.287399291992188,-49.629600524902344,10.162599563598633
1763481145557646300,0.641646240234375,-17.079999923706055,-49.71500015258789,10.162599563598633
1763481145567648500,0.6516484375,-17.29960060119629,-50.60559844970703,8.845000267028809
1763481145577646800,0.661646728515625,-16.982398986816406,-50.36159896850586,9.25979995727539
1763481145587647000,0.67164697265625,-16.970199584960938,-50.16640090942383,9.369600296020508
1763481145597664500,0.68166455078125,-16.970199584960938,-49.95899963378906,8.80840015411377
1763481145607663900,0.691663818359375,-16.116199493408203,-49.5807991027832,8.661999702453613
1763481145617663700,0.701663818359375,-17.287399291992188,-50.28839874267578,8.393599510192871
1763481145627663000,0.7116630859375,-17.494800567626953,-49.934600830078125,8.308199882507324
1763481145637646800,0.721646728515625,-16.750598907470703,-49.946800231933594,7.271199703216553
1763481145647647700,0.731647705078125,-16.750598907470703,-50.09320068359375,6.770999908447266
1763481145657646000,0.74164599609375,-16.22599983215332,-50.75199890136719,6.5513997077941895
1763481145667643600,0.7516435546875,-16.95800018310547,-50.10540008544922,6.673399925231934
1763481145677642800,0.761642822265625,-16.22599983215332,-50.410400390625,6.2829999923706055
1763481145687643100,0.77164306640625,-17.067800521850586,-50.764198303222656,4.989799976348877
1763481145697643300,0.781643310546875,-16.335800170898438,-50.8129997253418,5.197199821472168
1763481145707645400,0.7916455078125,-16.652999877929688,-51.28879928588867,4.282199859619141
1763481145717645600,0.8016455078125,-16.86039924621582,-51.081398010253906,3.7209999561309814
1763481145727643400,0.811643310546875,-17.494800567626953,-50.8495979309082,3.5257999897003174
1763481145737643500,0.8216435546875,-16.970199584960938,-50.95940017700195,3.2451999187469482
1763481145747646700,0.831646728515625,-17.17759895324707,-50.72760009765625,3.7331998348236084
1763481145757644500,0.84164453125,-16.21380043029785,-50.22739791870117,3.025599956512451
1763481145767647200,0.851647216796875,-17.067800521850586,-50.6422004699707,2.781599998474121
1763481145777646800,0.861646728515625,-17.067800521850586,-50.97159957885742,2.281399965286255
1763481145787646500,0.871646484375,-16.445600509643555,-51.959800720214844,0.7807999849319458
1763481145797652500,0.881652587890625,-16.55539894104004,-52.17939758300781,0.4757999777793884
1763481145807648000,0.89164794921875,-16.86039924621582,-51.92319869995117,0.3903999924659729
1763481145817646600,0.901646484375,-16.652999877929688,-51.93539810180664,0.19519999623298645
